"businessName","inspectionId","license","facilityType","risk","inspectionDate","inspectionType","pastFail","timeSinceLast","licenseStartDate","expirationDate","address","city","state","zipCode","ward","precinct","policeDistrict","licenseDescription","location","ageAtInspection","consumptionOnPremises","tobaccoRetail","limitedLicense","packageGoods","outdoorPatio","placeOfAmusement","tavern","retailFoodEstablishment","catersLiquorLicense","fillingStation","addressCount","wardCount","districtCount","foodType","burglary","sanitation","garbage","rodents","pastResponse"
"CHEZ JOEL","876225","32359","Restaurant","Risk 1 (High)",2012-02-28,"Canvass",0,0.49041095890411,2010-05-16,2012-05-15,"1119 W TAYLOR ST  1ST","CHICAGO","IL","60607","25","w_25_p_27","12","Retail Food Establishment","(41.86933227916697, -87.65510678669794)",4.79189497716895,1,0,0,0,1,0,0,0,0,0,1,1,1,"unknown",4.72828534706233,6.29739107168253,14.4040393637245,0.00827155408244447,0
"CHEZ JOEL","565483","32359","Restaurant","Risk 1 (High)",2011-09-02,"Canvass",0,0.964383561643836,2010-05-16,2012-05-15,"1119 W TAYLOR ST  1ST","CHICAGO","IL","60607","25","w_25_p_27","12","Retail Food Establishment","(41.86933227916697, -87.65510678669794)",4.3013698630137,1,0,0,0,1,0,0,0,0,0,1,1,1,"unknown",44.2967066808397,3.80495812464865,7.23459077671032,19.4599616446259,0
"CHEZ VIOLETTE RESTAURANT","664287","2064476","Restaurant","Risk 1 (High)",2011-12-20,"Canvass",0,1.08493150684932,2010-11-24,2012-12-15,"2311 W HOWARD ST 1 E","CHICAGO","IL","60645","49","w_49_p_41","24","Retail Food Establishment","(42.019407874043075, -87.6882167837797)",1.07123287671233,0,0,0,0,0,0,0,0,0,0,1,1,1,"dinner",3.49273000085681,14.489273959537,11.1968897917055,1.61618046239953,1
"CHICAGO BEEF, BURGER & DOGS","1114432","1595769","Restaurant","Risk 1 (High)",2012-08-24,"Canvass",0,1.00547945205479,2012-04-16,2014-04-15,"17 S WABASH AVE","CHICAGO","IL","60603","42","w_42_p_9","1","Retail Food Establishment","(41.88163118732629, -87.62605242525508)",5.27945205479452,0,0,0,0,0,0,0,0,0,0,1,1,1,"dinner",6.12448167951033,19.3175871944247,1.62600245406447,16.3125342687246,0
"CHICAGO BUSY BURGER","876224","21159","Restaurant","Risk 1 (High)",2012-02-28,"Canvass",0,1.28493150684932,2010-05-16,2012-05-15,"1120 W TAYLOR ST","CHICAGO","IL","60607","25","w_25_p_27","12","Retail Food Establishment","(41.86955050162806, -87.65520491655957)",4.79189497716895,0,0,0,0,0,0,0,0,0,0,1,1,1,"dinner",4.85210483619583,6.36502850390711,14.7044187389079,0.0105615551188496,0
"CHICAGO BY NIGHT","1301022","1170649","Restaurant","Risk 1 (High)",2012-12-21,"Canvass",0,0.0273972602739726,2011-10-16,2013-10-15,"5600 W BELMONT AVE 1","CHICAGO","IL","60634","38","w_38_p_16","16","Retail Food Establishment","(41.93868377475747, -87.76656249384537)",5.1013698630137,1,1,0,0,0,0,0,0,0,0,1,1,1,"unknown",18.8078742554356,45.1886893457892,20.5224887569837,16.2937259046145,0
"CHICAGO CHEESE STEAK COMPANY","577719","1302448","Restaurant","Risk 2 (Medium)",2011-12-01,"Canvass",0,1.11780821917808,2011-11-16,2013-11-15,"7759 S CICERO AVE","CHICAGO","IL","60652","13","w_13_p_22","8","Retail Food Establishment","(41.751066159679944, -87.74128107760146)",4.04383561643836,0,0,0,0,0,0,0,0,0,0,1,1,1,"dinner",0.49786641613916,4.91314918066499,4.69350040414607,11.8949899252613,0
"CHICAGO CHEESE STEAK COMPANY","1150918","1302448","Restaurant","Risk 2 (Medium)",2012-11-08,"Canvass",0,0.93972602739726,2011-11-16,2013-11-15,"7759 S CICERO AVE","CHICAGO","IL","60652","13","w_13_p_22","8","Retail Food Establishment","(41.751066159679944, -87.74128107760146)",4.98356164383562,0,0,0,0,0,0,0,0,0,0,1,1,1,"dinner",0.645500615181305,2.01762767444601,8.72606684148497,6.40675569281204,0
"Chicago DQ Grill & Chill","531832","1959931","Restaurant","Risk 1 (High)",2012-03-01,"Canvass",0,0.427397260273973,2010-10-16,2012-10-15,"436 S WABASH AVE FIRST FLOOR","CHICAGO","IL","60605","2","w_2_p_49","1","Retail Food Establishment","(41.87607409944023, -87.62618265822849)",2.95353881278539,0,0,0,0,0,0,0,0,0,0,1,1,1,"dinner",3.78086111196844,35.4629034926054,6.44508406526255e-05,0.638056655483354,0
"Chicago DQ Grill & Chill","1114843","1959931","Restaurant","Risk 1 (High)",2013-05-29,"Canvass",0,0.706849315068493,2012-10-16,2014-10-15,"436 S WABASH AVE FIRST FLOOR","CHICAGO","IL","60605","2","w_2_p_49","1","Retail Food Establishment","(41.87607409944023, -87.62618265822849)",4.1972602739726,0,0,0,0,0,0,0,0,0,0,1,1,1,"dinner",28.551674499632,14.4678988199547,0.00186908396088942,9.27866768285019,0
"CHICAGO FONDUE STUBE","664244","26813","Restaurant","Risk 1 (High)",2011-11-29,"Canvass",1,0.0383561643835616,2010-02-16,2012-02-15,"2717 W PETERSON AVE 1ST","CHICAGO","IL","60659","40","w_40_p_10","20","Retail Food Establishment","(41.99034171783494, -87.69770066465212)",4.78630136986301,1,0,0,0,0,0,0,0,0,0,1,1,1,"unknown",9.74101797068999,34.1687382777682,24.2397270168191,110.435614590691,0
"CHICAGO FONDUE STUBE","664228","26813","Restaurant","Risk 1 (High)",2011-11-15,"Canvass",0,2,2010-02-16,2012-02-15,"2717 W PETERSON AVE 1ST","CHICAGO","IL","60659","40","w_40_p_10","20","Retail Food Establishment","(41.99034171783494, -87.69770066465212)",4.74794520547945,1,0,0,0,0,0,0,0,0,0,1,1,1,"unknown",10.6720320732403,34.8465672881533,19.2567966094476,121.598611021256,0
"CHICAGO FOOD MARKET INC","1096448","19708","Grocery Store","Risk 2 (Medium)",2012-08-15,"Canvass",0,1.3041095890411,2012-06-16,2014-06-15,"2245 S WENTWORTH AVE  1ST","CHICAGO","IL","60616","25","w_25_p_14","9","Retail Food Establishment","(41.851595719946424, -87.6318369065422)",5.0027397260274,0,0,0,0,0,0,0,0,0,0,1,1,1,"grocery",5.2983496018232,22.6094232306174,18.9933281755532,7.19499964739728,0
"CHICAGO HILTON & TOWERS","614642","1122244","Restaurant","Risk 1 (High)",2011-12-01,"Canvass",0,0.449315068493151,2010-10-16,2012-10-15,"720 S MICHIGAN AVE","CHICAGO","IL","60605","2","w_2_p_18","1","Retail Food Establishment","(41.87279886935482, -87.62433781031022)",4.04383561643836,1,0,0,0,1,0,0,1,1,0,1,1,1,"unknown",9.16281053332772,9.7417440981281,0.030581981814116,4.42280175222182,0
"CHICAGO HILTON & TOWERS","614641","1141823","Other","Risk 1 (High)",2011-12-01,"Canvass",0,0.449315068493151,2010-10-16,2012-10-15,"720 S MICHIGAN AVE","CHICAGO","IL","60605","2","w_2_p_18","1","Retail Food Establishment","(41.87279886935482, -87.62433781031022)",4.04383561643836,1,0,0,0,1,0,0,1,1,0,1,1,1,"unknown",9.16281053332772,9.7417440981281,0.030581981814116,4.42280175222182,0
"CHICAGO O'HARE MARRIOTT HOTEL","1285445","34348","Restaurant","Risk 1 (High)",2012-09-24,"Canvass",1,0.780821917808219,2011-03-16,2013-03-15,"8535 W HIGGINS RD 1","CHICAGO","IL","60631","41","w_41_p_28","16","Retail Food Establishment","(41.9867885856625, -87.84012417346162)",5.36438356164384,1,0,0,0,0,0,0,0,0,0,3,1,1,"cater",0.0320838153952768,0.27985808604599,0.00265131738736416,0.0276208706065603,0
"CHICAGO PIZZERIA, INC.","1321537","2114550","Restaurant","Risk 1 (High)",2013-01-24,"Canvass",0,0.284931506849315,2011-10-31,2013-11-15,"6149 N MILWAUKEE AVE 1ST","CHICAGO","IL","60646","45","w_45_p_17","16","Retail Food Establishment","(41.993494958245506, -87.78402774420411)",1.23573059360731,0,0,0,0,0,0,0,0,0,0,1,1,1,"italian",9.04561334423847,17.1917828268082,23.1007958179722,1.85369001582015,0
"CHICAGO PRODUCE","521938","1865","Grocery Store","Risk 1 (High)",2011-12-14,"Canvass",0,1.03013698630137,2011-09-16,2013-09-15,"3500 W LAWRENCE AVE","CHICAGO","IL","60625","39","w_39_p_22","17","Retail Food Establishment","(41.96848537331812, -87.71587132951537)",4.07945205479452,0,0,1,1,0,0,0,0,0,0,1,1,1,"grocery",27.4012025962552,24.2395490756868,3.9418333796819,13.4784982655115,1
"CHICAGO' S DOG HOUSE INC.","679982","1969388","Restaurant","Risk 1 (High)",2012-03-15,"Canvass",0,0.86027397260274,2011-04-16,2013-04-15,"816 W FULLERTON AVE 1ST","CHICAGO","IL","60614","43","w_43_p_56","19","Retail Food Establishment","(41.92555423106173, -87.64943870806178)",2.8027397260274,0,0,0,0,0,0,0,0,0,0,1,1,1,"dinner",25.1012983767163,8.47469819673139,10.4783588267884,61.6413436837354,0
"CHICAGO'S HOME OF CHICKEN & WAFFLES","531612","1879470","Restaurant","Risk 1 (High)",2011-10-13,"Canvass",0,1.02191780821918,2011-01-16,2013-01-15,"3947 S DR MARTIN LUTHER KING JR DR 1","CHICAGO","IL","60653","3","w_3_p_20","2","Retail Food Establishment","(41.82254785730014, -87.61681561837467)",3.60262557077626,0,0,0,0,0,0,0,0,0,0,1,1,1,"dinner",19.6562435473024,13.2777068795074,26.4476271769505,23.3137871761006,1
"Chicago's Pizza","1294252","1046054","Restaurant","Risk 1 (High)",2012-09-20,"Canvass",0,1.51506849315069,2011-02-16,2013-02-15,"3114 N LINCOLN AVE","CHICAGO","IL","60657","32","w_32_p_10","19","Retail Food Establishment","(41.93819157044506, -87.66681156458738)",5.59714611872146,1,0,0,0,0,0,0,0,0,0,1,1,1,"italian",38.3938772686106,35.1191216201996,33.1588373272318,99.8718657329271,1
"CHICAGO'S PIZZA","1198270","1336958","Restaurant","Risk 1 (High)",2012-05-15,"Canvass",0,1.18082191780822,2010-06-16,2012-06-15,"1919-1921 W MONTROSE AVE","CHICAGO","IL","60613","47","w_47_p_37","19","Retail Food Establishment","(41.961372932887095, -87.6768252331503)",4.75068493150685,1,0,0,0,0,0,0,0,0,0,2,2,2,"italian",6.59121764648243,9.18207044263352,87.5494365022209,50.4200429067605,1
"CHICAGO SWEET CONNECTION BAKERY","1326444","1139498","Other","Risk 1 (High)",2013-03-20,"Canvass",0,0.93972602739726,2011-12-16,2013-12-15,"5569 N NORTHWEST HWY","CHICAGO","IL","60630","45","w_45_p_27","16","Retail Food Establishment","(41.98224165277458, -87.78079860789978)",6.09303652968037,0,0,0,0,0,0,0,0,0,0,1,1,1,"breakfast",2.17864986012803,9.76831959499065,6.67523074419215,0.868075834632122,0
"CHICAGO WHITE SOX LTD","657281","25082","Restaurant","Risk 1 (High)",2011-09-28,"Canvass",0,0.498630136986301,2010-06-16,2012-06-15,"333 W 35TH ST","CHICAGO","IL","60616","11","w_11_p_31","9","Retail Food Establishment","(41.83078366228312, -87.6352957830455)",4.12054794520548,0,0,0,0,0,1,0,0,0,0,1,1,1,"dinner",3.0819557129644,4.59127662748122,1.95100621572695,5.6855091445727,0
"CHICKEN HUT","1184505","23914","Restaurant","Risk 1 (High)",2012-08-09,"Canvass",0,1.22465753424658,2011-02-16,2013-02-15,"3200 N BROADWAY","CHICAGO","IL","60657","44","w_44_p_37","19","Retail Food Establishment","(41.94009690438851, -87.64454836666702)",5.48207762557078,0,0,0,0,0,0,0,0,0,0,1,1,1,"dinner",67.4739500214764,51.8529479407939,12.1181241221773,58.9077183147714,1
"CHICKEN INN","659732","10229","Restaurant","Risk 1 (High)",2011-12-16,"Canvass",1,0.0273972602739726,2010-08-16,2012-08-15,"7536 N MILWAUKEE AVE","CHICAGO","IL","60631","41","w_41_p_1","16","Retail Food Establishment","(42.01807881531112, -87.80697946789799)",4.337100456621,0,0,0,0,0,0,0,0,0,0,1,1,1,"cater",2.97428810013896,6.23742424241924,4.14039762960804,3.64531267513263e-08,0
"CHICKEN PLANET","1292238","2079936","Restaurant","Risk 1 (High)",2012-10-10,"Canvass",0,0.920547945205479,2011-02-23,2013-03-15,"177 W VAN BUREN ST 1","CHICAGO","IL","60605","2","w_2_p_49","1","Retail Food Establishment","(41.87674923362136, -87.63324681766582)",1.63002283105023,0,0,0,0,0,0,0,0,0,0,1,1,1,"dinner",12.0254495273455,7.5223156809552,0.000602449131131683,6.99381301834793,0
"CHICKEN' RIB FACTORY","659887","1931926","Restaurant","Risk 1 (High)",2012-01-05,"Canvass",0,2,2011-09-16,2013-09-15,"5215 W NORTH AVE 1","CHICAGO","IL","60639","37","w_37_p_41","25","Retail Food Establishment","(41.909387316218016, -87.75614061265904)",3.18093607305936,0,0,0,0,0,0,0,0,0,0,1,1,1,"dinner",61.5701238016517,22.9573235468916,49.1093760943836,45.3753417100232,0
"CHICKPEA","679704","1932890","Restaurant","Risk 1 (High)",2012-03-26,"Canvass",0,0.89041095890411,2010-11-16,2012-11-15,"2018 W CHICAGO AVE","CHICAGO","IL","60622","32","w_32_p_17","12","Retail Food Establishment","(41.89600605332943, -87.67786192982513)",3.42739726027397,0,0,0,0,0,0,0,0,0,0,1,1,1,"unknown",34.7292879324094,33.6617996041198,14.7897565994766,46.4486337174597,0
"CHIKIS PIZZA","634725","1883213","Restaurant","Risk 1 (High)",2011-09-26,"Canvass",0,1.25753424657534,2010-10-16,2012-10-15,"6621 N CLARK ST 1ST","CHICAGO","IL","60626","40","w_40_p_28","24","Retail Food Establishment","(42.002404325096265, -87.6719472132486)",3.46849315068493,0,0,0,0,0,0,0,0,0,0,1,1,1,"italian",11.9605733333534,24.4815898641691,13.6700408698943,42.6075848285298,1
"CHILAM BALAM","1198611","1981094","Restaurant","Risk 1 (High)",2012-12-11,"Canvass",0,2,2011-02-16,2013-02-15,"3023 N BROADWAY  BASEMENT","CHICAGO","IL","60657","44","w_44_p_5","19","Retail Food Establishment","(41.93720097159082, -87.64415792660643)",3.31244292237443,0,0,0,0,0,0,0,0,0,0,1,1,1,"unknown",56.8959775697012,34.8075342442796,26.7944618208181,115.299656935376,1
"CHILAM BALAM","1360558","1981094","Restaurant","Risk 1 (High)",2013-08-28,"Canvass",0,0.70958904109589,2013-02-16,2015-02-15,"3023 N BROADWAY  BASEMENT","CHICAGO","IL","60657","44","w_44_p_5","19","Retail Food Establishment","(41.93720097159082, -87.64415792660643)",4.02465753424658,0,0,0,0,0,0,0,0,0,0,1,1,1,"unknown",33.7245084532483,27.6363020985449,13.9340707848168,66.5665666212574,1
"CHILL BAR AND GRILL","1138614","35071","Restaurant","Risk 1 (High)",2012-11-15,"Canvass",0,0.958904109589041,2012-02-16,2013-02-15,"829 N STATE ST","CHICAGO","IL","60610","42","w_42_p_32","18","Retail Food Establishment","(41.89754680655699, -87.62807616965446)",5.75068493150685,1,0,0,0,0,0,0,0,0,0,1,1,1,"bar",25.0242982385338,20.1639921246842,9.27851566221169,20.6401359297091,0
"CHILOECHELA RESTAURANT","557682","1574620","Restaurant","Risk 1 (High)",2012-01-24,"Canvass",0,0.345205479452055,2011-01-16,2013-01-15,"4213 W NORTH AVE","CHICAGO","IL","60639","30","w_30_p_18","25","Retail Food Establishment","(41.90970025525388, -87.73196603723905)",4.93972602739726,0,0,0,0,0,0,0,0,0,0,1,1,1,"dinner",31.0229528008243,18.3458486956214,25.0583920044523,28.1834833537663,0
"CHINA CHEF","1329217","1445212","Restaurant","Risk 1 (High)",2013-03-21,"Canvass",0,1.11506849315068,2011-10-16,2013-10-15,"4042 N NARRAGANSETT AVE","CHICAGO","IL","60634","38","w_38_p_12","16","Retail Food Establishment","(41.95421758404096, -87.78674724449779)",5.34783105022831,0,0,0,0,0,0,0,0,0,0,2,2,2,"asian",0.091927147600315,5.58283796116979,12.8094551291278,14.2190386603218,0
"CHINA EXPRESS","604546","1843192","Restaurant","Risk 1 (High)",2011-12-12,"Canvass",0,0.761643835616438,2011-09-16,2013-09-15,"4640 N CUMBERLAND AVE 1ST FLOOR 1","CHICAGO","IL","60656","36","w_36_p_5","16","Retail Food Establishment","(41.96421158016989, -87.83683736522617)",4.2384703196347,0,0,0,0,0,0,0,0,0,0,2,2,2,"asian",0.280810911165839,0.479335416923523,7.37008492114919,8.05808349309783e-10,0
"CHINA HO RESTAURANT","1202527","2004404","Restaurant","Risk 1 (High)",2012-11-23,"Canvass",0,0.835616438356164,2011-06-16,2013-06-15,"5151 S PULASKI RD 1 1","CHICAGO","IL","60632","23","w_23_p_29","8","Retail Food Establishment","(41.79901235310339, -87.72318127025324)",2.97260273972603,0,0,0,0,0,0,0,0,0,0,1,1,1,"asian",25.0815829842573,5.87505539477307,0.74720627893834,24.1886903939627,0
"CHINA LITE ORIGINAL","635006","2036906","Restaurant","Risk 1 (High)",2011-10-19,"Canvass",0,1.3013698630137,2010-07-06,2012-06-15,"1146 N MILWAUKEE AVE 1","CHICAGO","IL","60642","1","w_1_p_2","12","Retail Food Establishment","(41.902462266949634, -87.66530609467256)",1.28767123287671,0,0,0,0,0,0,0,0,0,0,1,1,1,"asian",24.1167129826495,43.5736576046071,15.0646457260393,41.9522695940657,1
"CHINA NIGHT CAFE","1184530","1953633","Restaurant","Risk 1 (High)",2012-08-20,"Canvass",0,0.854794520547945,2012-05-16,2014-05-15,"1140 W TAYLOR ST 1ST","CHICAGO","IL","60607","25","w_25_p_27","12","Retail Food Establishment","(41.86954061491065, -87.65583876211008)",3.52865296803653,0,0,0,0,0,0,0,0,0,0,1,1,1,"asian",13.4527218636281,7.9148878834899,10.8411599737004,36.0024355418541,1
"CHINA PHOENIX CHINESE RESTAURANT","1146490","2094246","Restaurant","Risk 1 (High)",2013-08-15,"Canvass",0,0.53972602739726,2012-09-16,2014-09-15,"2459 W MADISON ST 1ST","CHICAGO","IL","60612","2","w_2_p_53","11","Retail Food Establishment","(41.881020491797024, -87.68867106150643)",2.07123287671233,0,0,0,0,0,0,0,0,0,0,1,1,1,"asian",13.0777002968082,16.8343780355079,14.5332064313646,15.5343304026556,0
"CHINA  SNACK     (I.D REQUIRED)","1279354","1545541","Restaurant","Risk 1 (High)",2013-01-14,"Canvass",0,0.854794520547945,2012-08-16,2014-08-15,"3025 W CERMAK RD","CHICAGO","IL","60623","12","w_12_p_22","10","Retail Food Establishment","(41.85170859051169, -87.70151949091587)",5.41929223744292,0,0,0,0,0,0,0,0,0,0,1,1,1,"asian",20.5820688820046,13.0005458866171,63.598349003679,9.52301876167025,0
"CHINATOWN BUFFET","1146418","1841897","Restaurant","Risk 1 (High)",2013-06-04,"Canvass",0,0.706849315068493,2011-06-16,2013-06-15,"5030-5050 S KEDZIE AVE 1 1","CHICAGO","IL","60632","14","w_14_p_34","8","Retail Food Establishment","(41.801670034831716, -87.70393836191948)",5.5587899543379,0,0,0,0,0,0,0,0,0,0,1,1,1,"unknown",5.2541034418933,9.42447599749375,2.54577252448636,7.30282169123166,1
"CHINATOWN RESTAURANT","1271278","1478286","Restaurant","Risk 1 (High)",2012-07-20,"Canvass",0,0.824657534246575,2011-12-16,2013-12-15,"5922 W LAWRENCE AVE","CHICAGO","IL","60630","45","w_45_p_45","16","Retail Food Establishment","(41.96778353136442, -87.77570427898222)",5.42728310502283,0,0,0,0,0,0,0,0,0,0,1,1,1,"dinner",20.0915339859566,14.3793777403202,14.537491144311,6.17691845674572,0
"CHINA WOK","529297","2013324","Restaurant","Risk 1 (High)",2011-09-13,"Canvass",0,0.495890410958904,2010-02-08,2012-01-15,"1958 W 35TH ST 1","CHICAGO","IL","60609","11","w_11_p_18","9","Retail Food Establishment","(41.83050041795062, -87.67522140471041)",1.59440639269406,0,0,0,0,0,0,0,0,0,0,1,1,1,"asian",20.408523653939,17.3885722020165,6.87215796458598,36.416326032098,0
"CHINA WOK","1228001","2013324","Restaurant","Risk 1 (High)",2013-06-11,"Canvass",0,1.24383561643836,2012-01-16,2014-01-15,"1958 W 35TH ST 1","CHICAGO","IL","60609","11","w_11_p_18","9","Retail Food Establishment","(41.83050041795062, -87.67522140471041)",3.33961187214612,0,0,0,0,0,0,0,0,0,0,1,1,1,"asian",21.7725292892446,26.2012773483337,23.6161194737949,11.7360110870122,0
"CHINESE #1 KITCHEN","670531","2120075","Restaurant","Risk 1 (High)",2012-02-09,"Canvass",0,0.345205479452055,2011-10-12,2013-10-15,"5833 S KEDZIE AVE 1 1","CHICAGO","IL","60629","14","w_14_p_5","8","Retail Food Establishment","(41.78707418389442, -87.70322295304099)",0.328881278538813,0,0,0,0,0,0,0,0,0,0,1,1,1,"asian",21.5559068474336,9.73911190521398,19.9669988668189,6.13624902677953,0
"CHINESE KITCHEN","1194281","2108311","Restaurant","Risk 1 (High)",2012-05-10,"Canvass",0,0.687671232876712,2011-09-02,2013-09-15,"3539 N CICERO AVE 1ST","CHICAGO","IL","60641","30","w_30_p_39","17","Retail Food Establishment","(41.94584580889313, -87.7469062444388)",0.687671232876712,0,0,0,0,0,0,0,0,0,0,3,3,3,"asian",24.7107310140968,23.3570770495778,46.6410086843183,31.2028658476621,0
"CHINESE LANTERN","1196269","13734","Restaurant","Risk 1 (High)",2012-04-25,"Canvass",0,2,2011-07-16,2013-07-15,"1046 W ARGYLE ST","CHICAGO","IL","60640","48","w_48_p_21","20","Retail Food Establishment","(41.97339650923979, -87.65679874855937)",4.6958904109589,0,0,0,0,0,0,0,0,0,0,1,1,1,"asian",36.8820486686215,47.2862583741853,1.30569695580239,32.8338580705896,0
"Chipotle Mexican Grill","1206455","1382290","Restaurant","Risk 1 (High)",2013-04-15,"Canvass",0,1.26301369863014,2011-05-16,2013-05-15,"1733 N DAMEN AVE","CHICAGO","IL","60647","32","w_32_p_36","14","Retail Food Establishment","(41.913283895965485, -87.67738027833187)",5.92054794520548,1,0,0,0,0,0,0,0,0,0,5,5,5,"dinner",41.9623418171432,37.7020773421865,10.1867515858786,52.2453505621957,0
"Chipotle Mexican Grill","1285236","1335044","Restaurant","Risk 1 (High)",2012-09-13,"Canvass",0,2,2011-05-16,2013-05-15,"610 W DIVERSEY PKWY","CHICAGO","IL","60614","44","w_44_p_41","19","Retail Food Establishment","(41.932918184565445, -87.64450789751125)",5.33424657534247,1,0,0,0,1,0,0,0,0,0,5,5,5,"dinner",58.9475217341995,27.2312505015717,9.08326232564846,81.0921080168557,0
"Chipotle Mexican Grill","1114510","1575247","Restaurant","Risk 1 (High)",2012-10-18,"Canvass",0,0.986301369863014,2011-05-16,2013-05-15,"10 S LA SALLE ST","CHICAGO","IL","60603","42","w_42_p_9","1","Retail Food Establishment","(41.88167475683708, -87.63250418895821)",5.43013698630137,1,0,0,0,0,0,0,0,0,0,5,5,5,"dinner",13.9912254425801,11.9587799668541,0.00235812162804115,14.1538531820241,0
"CHIPOTLE MEXICAN GRILL","567632","1122193","Restaurant","Risk 1 (High)",2011-10-11,"Canvass",0,0.863013698630137,2011-05-16,2013-05-15,"316 N MICHIGAN AVE","CHICAGO","IL","60601","42","w_42_p_9","1","Retail Food Establishment","(41.88720776765347, -87.62469337443704)",4.40821917808219,1,0,0,0,0,0,0,0,0,0,5,5,5,"dinner",9.47569115669476,14.314106279022,0.00658508823971039,5.76621747994191,0
"CHIPOTLE MEXICAN GRILL","1313286","76580","Restaurant","Risk 1 (High)",2012-11-29,"Canvass",0,1.07123287671233,2011-05-16,2013-05-15,"3181 N BROADWAY   1ST","CHICAGO","IL","60657","44","w_44_p_30","19","Retail Food Establishment","(41.940002577087995, -87.64425130765743)",5.5453196347032,1,0,0,0,0,0,0,0,0,0,5,5,5,"dinner",53.7661846897754,40.9493324760328,9.84604904174813,82.122502491915,1
"CHIPOTLE MEXICAN GRILL","1106498","2109699","Restaurant","Risk 1 (High)",2013-04-15,"Canvass",0,1.06575342465753,2012-03-27,2013-05-15,"5961 N LINCOLN AVE 1ST 101","CHICAGO","IL","60659","40","w_40_p_29","20","Retail Food Establishment","(41.989505816497164, -87.70565776952233)",1.05205479452055,1,0,0,0,0,0,0,0,0,0,5,5,5,"dinner",17.430971467087,36.9191067952458,36.054116607721,81.6197610420108,0
"CHISME EXPRESS INC.","1326207","1334960","Restaurant","Risk 1 (High)",2013-03-08,"Canvass",0,1,2011-10-16,2013-10-15,"5955 S PULASKI RD","CHICAGO","IL","60629","13","w_13_p_18","8","Retail Food Establishment","(41.784288983210146, -87.72277078477818)",5.31232876712329,0,0,0,0,0,0,0,0,0,0,1,1,1,"asian",22.7657571588278,11.8668252456536,12.6816251684768,38.8185791945651,0
"CHIZAKAYA","1198224","2021306","Restaurant","Risk 1 (High)",2012-04-23,"Canvass",0,0.783561643835616,2010-08-09,2012-08-15,"3056 N LINCOLN AVE 1","CHICAGO","IL","60657","32","w_32_p_18","19","Retail Food Establishment","(41.93727241797709, -87.66552486724433)",1.70684931506849,1,0,0,0,0,0,0,0,0,0,1,1,1,"unknown",14.7329909460708,29.7818665325317,24.4674768206625,64.0289187790907,0
"CHOICE CHINA WOK","1154860","2180030","Restaurant","Risk 1 (High)",2013-02-06,"Canvass",0,0.421917808219178,2012-09-11,2014-09-15,"10341 S HALSTED ST 1 1","CHICAGO","IL","60628","34","w_34_p_20","22","Retail Food Establishment","(41.70569754863335, -87.64265031197954)",0.405593607305936,0,0,0,0,0,0,0,0,0,0,1,1,1,"asian",24.8932097786807,16.509671186899,12.3155429550233,9.32929040265473,0
"CHOLIE'S PIZZA","1326723","1914073","Restaurant","Risk 1 (High)",2013-04-04,"Canvass",0,1.01917808219178,2011-10-16,2013-10-15,"3711 W 63RD ST 1 1","CHICAGO","IL","60629","13","w_13_p_31","8","Retail Food Establishment","(41.77865394243757, -87.71590458403976)",4.54520547945205,0,0,0,0,0,0,0,0,0,0,1,1,1,"italian",9.34473226263269,0.873483079490543,6.24487355150665,17.413391499953,0
"CHOLIES PIZZA","680160","1045391","Restaurant","Risk 1 (High)",2012-03-20,"Canvass",0,0.989041095890411,2010-06-16,2012-06-15,"1601 E 53RD ST  1","CHICAGO","IL","60615","5","w_5_p_48","2","Retail Food Establishment","(41.79946826782593, -87.58639502683731)",4.34509132420091,0,0,0,0,0,0,0,0,0,0,1,1,1,"italian",16.3761981070387,0.364183470753435,0.393648137550324,7.37284798264616,0
"CHOPAL KABAB & STEAK","635052","1520566","Restaurant","Risk 1 (High)",2011-10-24,"Canvass",0,1.64383561643836,2011-02-16,2013-02-15,"2240-42 W DEVON AVE","CHICAGO","IL","60659","50","w_50_p_22","24","Retail Food Establishment","(41.99789619176624, -87.68663059205588)",4.68755707762557,0,0,0,0,0,0,0,0,0,0,1,1,1,"dinner",32.0056118042334,24.263411471367,19.9305340927159,22.0542129826493,1
"CHOP STICK EXPRESS","1322025","1697822","Restaurant","Risk 1 (High)",2013-02-25,"Canvass",0,1.06301369863014,2012-08-16,2014-08-15,"7230 N HARLEM AVE","CHICAGO","IL","60631","41","w_41_p_1","16","Retail Food Establishment","(42.012649199723015, -87.80677321359163)",5.53436073059361,0,0,0,0,0,0,0,0,0,0,1,1,1,"asian",0.85642187208079,14.0570178382685,4.17350756241581,0.000278306854624085,0
"CHOP SUEY EXPRESS","1202502","33687","Restaurant","Risk 1 (High)",2012-11-06,"Canvass",0,0.797260273972603,2011-06-16,2013-06-15,"5160 S PULASKI RD  112","CHICAGO","IL","60632","23","w_23_p_6","8","Retail Food Establishment","(41.79875025743268, -87.72346641018879)",5.23025114155251,0,0,0,0,0,0,0,0,0,0,1,1,1,"asian",23.1306837824438,6.0750434427188,9.62643959068766,17.6754910457931,0
