"businessName","inspectionId","license","facilityType","risk","inspectionDate","inspectionType","pastFail","timeSinceLast","licenseStartDate","expirationDate","address","city","state","zipCode","ward","precinct","policeDistrict","licenseDescription","location","ageAtInspection","consumptionOnPremises","tobaccoRetail","limitedLicense","packageGoods","outdoorPatio","placeOfAmusement","tavern","retailFoodEstablishment","catersLiquorLicense","fillingStation","addressCount","wardCount","districtCount","foodType","burglary","sanitation","garbage","rodents","pastResponse","response"
"TAKE ME OUT","1174504","1869711","Restaurant","Risk 1 (High)",2013-01-17,"Canvass",0,1.20547945205479,2011-12-16,2013-12-15,"1502 W 18TH ST 1ST","CHICAGO","IL","60608","25","w_25_p_24","12","Retail Food Establishment","(41.85794233628134, -87.6639580069016)",4.85764840182648,0,0,0,0,0,0,0,0,0,0,1,1,1,"unknown",7.40816264941117,19.3854591810368,1.1587018526684,0.0540171590996445,0,1
"TAQUERIA Y TAMALERIA GUERRERENCE","1285920","1445253","Restaurant","Risk 1 (High)",2012-10-16,"Canvass",0,1.06575342465753,2011-10-16,2013-10-15,"6706 W BELMONT AVE","CHICAGO","IL","60634","36","w_36_p_13","16","Retail Food Establishment","(41.93830413675827, -87.79357100323705)",4.92043378995434,1,0,0,0,0,0,0,0,0,0,1,1,1,"spanish",22.1222732275684,17.5667716853581,33.6710844620275,38.9506540893301,0,1
"Charlie Baggs Culinary Innovations","1198893","1647713","Other","Risk 1 (High)",2013-05-29,"Canvass",0,2,2013-04-16,2015-04-15,"2300 N LINCOLN PARK WEST   A 4","CHICAGO","IL","60614","43","w_43_p_32","18","Retail Food Establishment","(41.92390845485592, -87.63666316560742)",6.04109589041096,0,0,0,0,0,0,0,0,0,0,1,1,1,"unknown",7.54537608237989,3.23966757779335,3.1952792808398,14.8881649475967,0,0
"DUNKIN DONUTS/BASKIN ROBBINS","598471","1473123","Restaurant","Risk 2 (Medium)",2011-11-17,"Canvass",0,1.61095890410959,2009-12-16,2011-12-15,"2401 W OGDEN AVE","CHICAGO","IL","60608","28","w_28_p_53","10","Retail Food Establishment","(41.86464672961594, -87.68600251219546)",4.75342465753425,0,0,0,0,0,0,0,0,0,0,5,5,5,"dessert",11.1655553011907,22.3798170028186,21.6014406470578,4.18092491016698,1,1
"M BURGER","612593","2048849","Restaurant","Risk 2 (Medium)",2011-12-06,"Canvass",0,1.30684931506849,2010-08-19,2012-05-15,"5 W ONTARIO ST 1","CHICAGO","IL","60654","42","w_42_p_22","18","Retail Food Establishment","(41.893156813103026, -87.62835993307552)",1.29874429223744,0,0,0,0,0,0,0,0,0,0,3,1,2,"dinner",22.3812425808871,20.3128213484203,0.000954812272018779,15.3733505234477,0,1
"AFC SUSHI@DOMINICK'S #1113","1235556","1821920","Restaurant","Risk 1 (High)",2012-12-20,"Canvass",0,1.26575342465753,2011-02-16,2013-02-15,"6312 N NAGLE AVE","CHICAGO","IL","60646","41","w_41_p_23","16","Retail Food Establishment","(41.99598528606219, -87.78763711707086)",5.02465753424658,0,0,0,0,0,0,0,0,0,0,1,1,1,"asian",2.78690397385117,28.3568802035176,2.20931066614389,8.15028768219484,0,0
"TAMPOPO JAPANESE RESTAURANT","664294","76879","Restaurant","Risk 1 (High)",2011-12-22,"Canvass",0,1.17534246575342,2011-02-16,2013-02-15,"5665 N LINCOLN AVE","CHICAGO","IL","60659","40","w_40_p_2","20","Retail Food Establishment","(41.98450761309772, -87.69722674280237)",4.84931506849315,1,0,0,0,0,0,0,0,0,0,1,1,1,"asian",15.6269494764072,18.1434877707426,34.5709284997726,7.21905342246335,0,1
"THREE J'S BBQ & RESTAURANT","660032","1249240","Restaurant","Risk 1 (High)",2012-01-17,"Canvass",0,0.282191780821918,2010-12-16,2012-12-15,"1713 E 75TH ST","CHICAGO","IL","60649","8","w_8_p_20","4","Retail Food Establishment","(41.75868882324165, -87.58295045587245)",4.92054794520548,0,0,0,0,0,0,0,0,0,0,1,1,1,"mart",41.5192873278478,29.7890116617754,26.1494405783354,8.66175672078873,0,1
"THE FISH KEG INC","1106645","4908","Grocery Store","Risk 1 (High)",2013-06-25,"Canvass",0,1.37534246575342,2011-10-16,2013-10-15,"2233 W HOWARD ST","CHICAGO","IL","60645","49","w_49_p_24","24","Retail Food Establishment","(42.01939474238114, -87.68602049759004)",5.61084474885845,0,0,0,0,0,0,0,0,0,0,1,1,1,"dinner",10.5971695610261,10.4477433183538,5.60259894115972,17.0060031324485,0,1
"VICTORY'S BANNER RESTAURANT","1188589","74883","Restaurant","Risk 1 (High)",2013-04-24,"Canvass",0,0.649315068493151,2012-12-16,2014-12-15,"2100 W ROSCOE ST 1ST","CHICAGO","IL","60618","32","w_32_p_21","19","Retail Food Establishment","(41.943296210740584, -87.68094111525112)",6.18892694063927,0,0,0,0,0,0,0,0,0,0,1,1,1,"dinner",24.3379210182793,6.30338526024131,33.080943042206,112.992607171521,0,1
"TAQUERIA EL PRIMO INC.","1098521","2079945","Restaurant","Risk 1 (High)",2012-08-16,"Canvass",0,1.45753424657534,2011-03-02,2013-03-15,"3500 W MONTROSE AVE 1ST","CHICAGO","IL","60618","33","w_33_p_19","17","Retail Food Establishment","(41.961208104753815, -87.71565027290319)",1.4601598173516,0,0,0,0,0,0,0,0,0,0,1,1,1,"spanish",36.0622779744346,49.4978239292442,14.9949273739004,24.5293321885573,1,1
"KING FOOD & LIQUOR","659731","1357909","Grocery Store","Risk 3 (Low)",2011-12-16,"Canvass",0,2,2011-06-16,2013-06-15,"6759 S WESTERN AVE","CHICAGO","IL","60636","17","w_17_p_58","8","Retail Food Establishment","(41.77024337509446, -87.68324823699402)",4.337100456621,0,1,0,1,0,0,0,0,0,0,1,1,1,"mart",54.7591554059566,86.5918352834147,32.2444284150022,46.9373683049776,0,0
"ETHIOPIAN DIAMOND RESTAURANT","1235421","49379","Restaurant","Risk 1 (High)",2012-10-03,"Canvass",0,1.56438356164384,2011-08-16,2013-08-15,"6120-6122 N BROADWAY  1ST","CHICAGO","IL","60660","48","w_48_p_51","24","Retail Food Establishment","(41.992944134279234, -87.66050487502636)",5.13698630136986,1,0,0,0,0,0,0,0,0,0,1,1,1,"dinner",36.2545329181765,16.1419549563857,4.42915251556784,39.8994564248149,1,1
"PANDA EXPRESS #365","1114402","1801487","Restaurant","Risk 1 (High)",2012-08-08,"Canvass",0,0.838356164383562,2012-03-16,2014-03-15,"110 W MONROE ST","CHICAGO","IL","60603","42","w_42_p_9","1","Retail Food Establishment","(41.880801766839944, -87.63120599039635)",5.43002283105023,0,0,0,0,0,0,0,0,0,0,1,1,1,"asian",28.2038623803636,15.8767542361113,0.497908118244873,37.2071125354854,0,0
"SUPERDOLLARMEX PLUS","626380","2036612","Grocery Store","Risk 2 (Medium)",2012-01-24,"Canvass",0,1.66849315068493,2011-10-16,2013-10-15,"2826 - 2828 W 55TH ST 1ST","CHICAGO","IL","60632","14","w_14_p_21","9","Retail Food Establishment","(41.793780472746235, -87.69496027657335)",1.59189497716895,0,0,1,0,0,0,0,0,0,0,1,1,1,"unknown",15.5772329320946,16.9637428664953,12.9260354613456,11.068925016743,0,0
"GELATINA'S CRIS#2","1146271","1519036","Restaurant","Risk 1 (High)",2013-01-28,"Canvass",0,0.624657534246575,2012-03-16,2014-03-15,"4725 S CICERO AVE","CHICAGO","IL","60632","23","w_23_p_50","8","Retail Food Establishment","(41.80685498334125, -87.74298396841672)",5.95342465753425,0,0,0,0,0,0,0,0,0,0,1,1,1,"unknown",34.3248882791677,7.59244576370204,3.08621365818392,82.7111480446684,0,0
"MIS TACOS MEXICAN FOOD","1305224","2049378","Restaurant","Risk 1 (High)",2013-03-14,"Canvass",0,0.649315068493151,2012-08-16,2014-08-15,"4308 W MARQUETTE RD 1ST","CHICAGO","IL","60629","13","w_13_p_5","8","Retail Food Establishment","(41.77139058907717, -87.7303173969806)",2.58630136986301,0,0,0,0,0,0,0,0,0,0,1,1,1,"mart",6.12410975070094,8.78674634959333,11.3444026071447,27.8735582486691,0,0
"LIBERO CAFE","1188317","1980200","Restaurant","Risk 1 (High)",2012-08-20,"Canvass",0,2,2011-09-16,2013-09-15,"5074-5076 N LINCOLN AVE","CHICAGO","IL","60625","40","w_40_p_36","20","Retail Food Establishment","(41.97372549869574, -87.692020889653)",3.02739726027397,1,0,0,0,0,0,0,0,0,0,1,1,1,"breakfast",26.7200396423913,8.62641446364195,19.5732291975453,29.4287459499923,0,0
"SAM'S FOOD","1150889","2120028","Grocery Store","Risk 2 (Medium)",2012-10-30,"Canvass",0,1.07671232876712,2011-10-05,2013-10-15,"1822 W 63RD ST","CHICAGO","IL","60636","15","w_15_p_26","7","Retail Food Establishment","(41.77947732730119, -87.67013473289414)",1.07123287671233,0,1,0,0,0,0,0,0,0,0,1,1,1,"mart",40.0151549356236,48.4482367744934,29.1780621938829,51.3065148909189,1,1
"LILLIE'S Q","1277880","2048510","Restaurant","Risk 1 (High)",2013-06-10,"Canvass",0,0.238356164383562,2012-11-16,2014-11-15,"1856 W NORTH AVE 1","CHICAGO","IL","60622","32","w_32_p_35","14","Retail Food Establishment","(41.91063613478286, -87.67487609462192)",2.65753424657534,1,0,0,0,0,0,0,0,0,0,1,1,1,"unknown",70.8277568676153,32.9554734804403,13.6604809348577,53.9606141130781,0,0
"CIS CAFE","1319505","1743117","Restaurant","Risk 1 (High)",2013-04-22,"Canvass",0,1.1013698630137,2011-07-16,2013-07-15,"929 E 57TH ST","CHICAGO","IL","60637","5","w_5_p_52","2","Retail Food Establishment","(41.79126716396833, -87.60271128899744)",5.68767123287671,0,0,0,0,0,0,0,0,0,0,1,1,1,"breakfast",0.442390219386623,0.260688840878898,1.45204424932273,4.95115112608732,1,0
"LA JEREZANA","1296382","27371","Grocery Store","Risk 2 (Medium)",2013-05-23,"Canvass",0,2,2012-07-16,2014-07-15,"3022 E 91ST ST  1SDT","CHICAGO","IL","60617","10","w_10_p_25","4","Retail Food Establishment","(41.73019853835297, -87.55020647842605)",5.77260273972603,0,1,1,0,0,0,0,0,0,0,1,1,1,"unknown",19.7374154719075,10.8691066307948,17.57252072181,9.7922551088879,0,0
"NORTH STORE BANQUET","1285794","74496","Restaurant","Risk 1 (High)",2012-10-10,"Canvass",0,0.326027397260274,2011-02-16,2013-02-15,"2519 W DEVON AVE 2ND","CHICAGO","IL","60659","50","w_50_p_43","24","Retail Food Establishment","(41.99756426148132, -87.69314155811028)",5.65194063926941,1,0,0,0,0,0,0,0,0,0,1,1,1,"mart",20.5294702629614,42.9259253541628,34.5384792963794,50.5357591421312,1,1
"VIA MARE FISH MARKET","1329212","1477952","Grocery Store","Risk 1 (High)",2013-03-19,"Canvass",0,1.89315068493151,2011-10-16,2013-10-15,"7601 W ADDISON ST","CHICAGO","IL","60634","36","w_36_p_9","16","Retail Food Establishment","(41.945076696578795, -87.81685629073219)",5.34235159817352,0,0,0,0,0,0,0,0,0,0,1,1,1,"grocery",23.2487985423043,31.9859247689865,34.3438583595158,6.26159922093191,0,0
"COSTELLO'S SANDWICHES","521974","1986578","Restaurant","Risk 1 (High)",2012-01-23,"Canvass",0,1.56986301369863,2011-09-16,2013-09-15,"2015 W ROSCOE ST 1","CHICAGO","IL","60618","32","w_32_p_15","19","Retail Food Establishment","(41.94310043866389, -87.67909520861976)",2.13972602739726,0,0,0,0,0,0,0,0,0,0,2,2,1,"sandwich",37.6889978936291,14.316183630321,24.3976073021193,33.3201228296991,0,0
"SUBWAY SANDWICH","1335967","55059","Restaurant","Risk 1 (High)",2013-06-07,"Canvass",0,0.868493150684931,2011-08-16,2013-08-15,"1958 W PETERSON AVE","CHICAGO","IL","60660","40","w_40_p_9","24","Retail Food Establishment","(41.990792415942835, -87.67936519400483)",5.81369863013699,0,0,0,0,0,0,0,0,0,0,5,5,5,"sandwich",5.79840111676215,4.01552874306129,5.28955422102051,20.2578882459731,0,0
"AMARIT RESTAURANT","1096458","1801618","Restaurant","Risk 1 (High)",2012-08-17,"Canvass",0,0.69041095890411,2011-03-16,2013-03-15,"600 S DEARBORN ST 1","CHICAGO","IL","60605","2","w_2_p_54","1","Retail Food Establishment","(41.87448116568133, -87.62935653990546)",5.41917808219178,1,0,0,0,0,0,0,0,0,0,1,1,1,"dinner",18.7264817014733,10.283689277371,6.57315774596335,110.602684924631,0,0
"GLOBE RESTAURANT","604600","2078803","Restaurant","Risk 1 (High)",2012-01-30,"Canvass",0,0.956164383561644,2011-02-17,2013-03-15,"4393 N ELSTON AVE FIRST","CHICAGO","IL","60641","39","w_39_p_28","17","Retail Food Establishment","(41.960675000549436, -87.72911256246014)",0.950684931506849,0,0,0,0,0,0,0,0,0,0,1,1,1,"dinner",24.8977628094754,19.8948103329534,38.7313402446286,39.6455847476516,1,0
"PALATERIA EL SABOR DE MICHOACAN INC.","1146302","1986793","Restaurant","Risk 1 (High)",2013-02-15,"Canvass",0,0.295890410958904,2011-06-16,2013-06-15,"2456 W 47TH ST","CHICAGO","IL","60632","12","w_12_p_20","9","Retail Food Establishment","(41.80851466410598, -87.68648786144874)",3.47956621004566,0,0,0,0,0,0,0,0,0,0,1,1,1,"spanish",9.44815950227653,38.188581391219,12.3793213934948,36.3064241798334,1,0
"MI TIERRA-SOUTH","1084416","1064","Restaurant","Risk 1 (High)",2013-02-26,"Canvass",0,0.901369863013699,2012-08-16,2014-08-15,"2528 S KEDZIE AVE 1","CHICAGO","IL","60623","12","w_12_p_15","10","Retail Food Establishment","(41.845451414064215, -87.70521428516844)",5.537100456621,1,0,0,0,0,1,0,0,0,0,1,1,1,"unknown",26.576675899512,18.0659808838172,27.963807891664,8.80959374354098,0,0
"IL VICINATO INC","1335786","6509","Restaurant","Risk 1 (High)",2013-05-28,"Canvass",0,1.04657534246575,2011-12-16,2013-12-15,"2435 S WESTERN AVE 1ST","CHICAGO","IL","60608","25","w_25_p_5","10","Retail Food Establishment","(41.847385062646644, -87.68536343468041)",6.28207762557078,1,0,0,0,0,0,0,0,0,0,1,1,1,"unknown",11.2052715870872,24.2755083547791,2.90564029140966,33.366492129148,0,0
"SUN & MOON COMPANY","1324335","1680627","Other","Risk 1 (High)",2013-02-28,"Canvass",0,1.70684931506849,2012-05-16,2014-05-15,"1035 W LAKE ST","CHICAGO","IL","60607","27","w_27_p_7","12","Retail Food Establishment","(41.88545124118461, -87.65344845559791)",5.29041095890411,0,0,0,0,0,0,0,0,0,0,1,1,1,"unknown",14.5884905569526,36.6775575310639,13.8247894935617,10.9670393773143,0,0
"MCDONALDS","666257","1578392","Restaurant","Risk 2 (Medium)",2011-12-07,"Canvass",0,0.945205479452055,2010-12-16,2012-12-15,"119 N WABASH AVE","CHICAGO","IL","60602","42","w_42_p_9","1","Retail Food Establishment","(41.883716851281804, -87.62608622451462)",4.80821917808219,0,0,0,0,0,0,0,0,0,0,5,5,5,"dinner",12.9205700527734,75.9840459777735,5.20468970025908e-11,3.52071134513537,0,0
"HAPPY FOODS","1321551","1618656","Grocery Store","Risk 1 (High)",2013-01-25,"Canvass",0,0.528767123287671,2012-11-16,2014-11-15,"6415 N CENTRAL AVE","CHICAGO","IL","60646","45","w_45_p_5","16","Retail Food Establishment","(41.99786001391069, -87.76344579856082)",5.1972602739726,0,0,0,1,0,0,0,0,0,0,2,2,1,"mart",9.82334311747346,10.9870426900965,9.11421694525695,0.730371985332311,0,1
"WOK CUISINE","1098944","1496143","Restaurant","Risk 1 (High)",2013-04-24,"Canvass",0,0.419178082191781,2011-09-16,2013-09-15,"4554 N KEDZIE AVE","CHICAGO","IL","60625","33","w_33_p_3","17","Retail Food Establishment","(41.96461176175771, -87.70849944208983)",5.44098173515982,0,0,0,0,0,0,0,0,0,0,1,1,1,"asian",46.6158836348566,37.9316044181813,3.84218995026561,31.489389099491,0,0
"THE PRODUCE CENTER","1301102","44723","Grocery Store","Risk 1 (High)",2013-01-03,"Canvass",0,0.632876712328767,2012-11-16,2014-11-15,"5820 N MILWAUKEE AVE 1ST","CHICAGO","IL","60646","45","w_45_p_23","16","Retail Food Establishment","(41.9872696368058, -87.77851570480085)",5.13698630136986,0,0,0,0,0,0,0,0,0,0,1,1,1,"grocery",7.84346910592692,16.4949360507511,14.1579635830274,1.63693398580123,1,1
"DON'S HOT DOGS","1150555","61226","Restaurant","Risk 2 (Medium)",2012-07-23,"Canvass",0,1.02739726027397,2011-11-16,2013-11-15,"7748 S KEDZIE AVE","CHICAGO","IL","60652","18","w_18_p_31","8","Retail Food Establishment","(41.75204739800112, -87.70260778418441)",4.68755707762557,0,0,0,0,0,0,0,0,0,0,1,1,1,"dinner",8.24201529737671,21.454926125766,12.2513781770033,14.1928813871563,0,0
"TAURUS FLAVORS","1155130","1194320","Restaurant","Risk 2 (Medium)",2013-08-13,"Canvass",0,1.16164383561644,2011-09-16,2013-09-15,"38 E 112TH ST","CHICAGO","IL","60628","9","w_9_p_43","5","Retail Food Establishment","(41.69089671403102, -87.62158657272903)",5.74509132420091,0,0,0,0,0,0,0,0,0,0,2,2,2,"unknown",45.1889884079047,21.729866735033,22.4814582996626,6.93657117958084,1,0
"EL PATRON A MODERN TAQUERIA","1227581","2134773","Restaurant","Risk 1 (High)",2012-09-20,"Canvass",0,0.635616438356164,2012-02-01,2014-02-15,"6832 W ARCHER AVE","CHICAGO","IL","60638","23","w_23_p_47","8","Retail Food Establishment","(41.79224120425551, -87.79286084020947)",0.635502283105023,0,0,0,0,0,0,0,0,0,0,1,1,1,"spanish",0.0944344636796001,15.2700961609972,2.16913243458192,8.39498551995903,0,0
"SUGAR SHACK PLUS","1155085","1893734","Grocery Store","Risk 2 (Medium)",2013-06-05,"Canvass",0,0.764383561643836,2011-09-16,2013-09-15,"10255 S ST LAWRENCE AVE 1","CHICAGO","IL","60628","9","w_9_p_13","5","Retail Food Establishment","(41.70756383851199, -87.60874992510129)",5.13972602739726,0,0,0,0,0,0,0,0,0,0,1,1,1,"dessert",14.8308509208596,41.016249809205,14.4453370393666,11.2991120718618,0,1
"NANCY'S HOME OF STUFFED PIZZA","1198399","7778","Restaurant","Risk 1 (High)",2012-08-16,"Canvass",0,1.73150684931507,2011-02-16,2013-02-15,"2930 N BROADWAY","CHICAGO","IL","60657","44","w_44_p_6","19","Retail Food Establishment","(41.93581017530379, -87.64440388380982)",5.50125570776256,1,0,0,0,0,0,0,0,0,0,1,1,1,"italian",55.8989952466744,37.7323457651604,3.32742674720429,70.2588502268428,0,0
"GEPPERTH'S MARKET INC","1229571","3252","Grocery Store","Risk 2 (Medium)",2012-06-12,"Canvass",0,2,2011-04-16,2013-04-15,"1964 N HALSTED ST 1ST","CHICAGO","IL","60614","43","w_43_p_3","18","Retail Food Establishment","(41.91780454426381, -87.64864011275839)",5.07945205479452,0,0,0,0,0,0,0,0,0,0,1,1,1,"grocery",10.6772170898301,41.07657781953,17.1485374447255,51.9609869792421,0,1
"TACO FRESCO","1327297","1874832","Restaurant","Risk 1 (High)",2013-04-08,"Canvass",0,1.07123287671233,2012-04-16,2014-04-15,"23 E ADAMS ST 1ST","CHICAGO","IL","60603","42","w_42_p_9","1","Retail Food Establishment","(41.879391313239694, -87.62684825563626)",5.3587899543379,0,0,0,0,0,0,0,0,0,0,4,1,1,"spanish",24.1795285858883,26.5356739579349,0.0544347076601617,15.9558019905673,1,0
"WISHBONE RESTAURANT","1184532","78414","Restaurant","Risk 1 (High)",2012-08-21,"Canvass",0,1.2027397260274,2011-02-16,2013-02-15,"3300 N LINCOLN AVE 1ST","CHICAGO","IL","60657","32","w_32_p_38","19","Retail Food Establishment","(41.94154268970196, -87.6701244330947)",5.51495433789954,1,0,0,0,0,0,0,0,0,0,2,2,2,"dinner",38.4942421809075,19.7776461693966,19.094708263267,50.5801665993242,1,0
"IRISH AMERICAN HERITAGE CENTER","1326250","40543","Restaurant","Risk 1 (High)",2013-03-11,"Canvass",0,1.00547945205479,2011-12-16,2013-12-15,"4626 N KNOX AVE","CHICAGO","IL","60630","45","w_45_p_12","17","Retail Food Establishment","(41.965242580480265, -87.74411673243358)",6.06837899543379,0,0,0,0,0,0,0,0,0,0,1,1,1,"cater",13.9772271432537,11.0364266987869,10.7855344832837,11.0759878427514,0,0
"MATHER'S MORE THEN A CAFE","539606","1800580","Restaurant","Risk 1 (High)",2012-01-19,"Canvass",0,0.89041095890411,2011-09-16,2013-09-15,"3235 N CENTRAL AVE 1ST","CHICAGO","IL","60634","38","w_38_p_6","16","Retail Food Establishment","(41.9396542640577, -87.76639051535662)",4.12054794520548,0,0,1,0,0,0,0,0,0,0,1,1,1,"breakfast",28.1516017200132,18.9104723807613,27.5848502100432,24.4890766301616,0,0
"MAMA LUNA RESTAURANT","1214761","1216154","Restaurant","Risk 1 (High)",2012-05-09,"Canvass",0,1.76712328767123,2011-01-16,2013-01-15,"5109 W FULLERTON AVE","CHICAGO","IL","60639","31","w_31_p_20","25","Retail Food Establishment","(41.924025936997715, -87.75410892303567)",5.23002283105023,1,1,0,0,0,0,0,0,0,0,1,1,1,"dinner",22.1488079195458,36.4184534909231,12.1050134279195,26.4950143021236,0,1
"5 BOROUGHS PIZZA COMPANY","1138923","1986511","Restaurant","Risk 1 (High)",2013-04-29,"Canvass",0,1.76438356164384,2012-02-16,2014-02-15,"1543 N SEDGWICK ST 1 1","CHICAGO","IL","60610","27","w_27_p_16","18","Retail Food Establishment","(41.91057807884066, -87.6384281113664)",3.62465753424658,0,0,0,0,0,0,0,0,0,0,1,1,1,"italian",25.7231492903556,16.552305684365,13.0663382126761,50.7697058638886,1,1
"GROTA RESTAURANT","1230091","6753","Restaurant","Risk 1 (High)",2012-07-13,"Canvass",0,1.15616438356164,2011-10-16,2013-10-15,"3108-3112 N CENTRAL AVE 1ST","CHICAGO","IL","60634","30","w_30_p_37","25","Retail Food Establishment","(41.93706710815131, -87.76659233846347)",4.6601598173516,1,0,0,0,0,0,0,0,0,0,1,1,1,"dinner",7.00077723018656,22.7956525153354,29.9498256437959,18.9868480002223,0,1
"TASTE OF CHICAGO","598393","1120916","Restaurant","Risk 1 (High)",2011-10-04,"Canvass",0,1.48767123287671,2009-12-16,2011-12-15,"3170 S ASHLAND AVE","CHICAGO","IL","60608","11","w_11_p_26","9","Retail Food Establishment","(41.835749059464845, -87.6658416717942)",4.63276255707763,0,0,0,0,0,0,0,0,0,0,1,1,1,"unknown",4.15617531374792,9.04330146608137,26.4943600757711,11.3854217159882,0,0
"HEEKRY'S BBQ","1214460","2042583","Restaurant","Risk 1 (High)",2012-04-27,"Canvass",0,0.624657534246575,2010-08-04,2012-08-15,"1234 N HALSTED ST FIRST 1","CHICAGO","IL","60642","32","w_32_p_46","18","Retail Food Establishment","(41.90450210717989, -87.64826686780404)",1.73150684931507,0,0,0,0,0,0,0,0,0,0,1,1,1,"unknown",7.99588414505533,3.62192448372781,5.84774359254094,2.05043317312836,0,0
"FEAST & THE GODDESS GOLD COAST","1138486","1716504","Restaurant","Risk 1 (High)",2012-09-14,"Canvass",1,0.942465753424658,2011-03-16,2013-03-15,"25 E DELAWARE PL","CHICAGO","IL","60611","42","w_42_p_32","18","Retail Food Establishment","(41.899050672508466, -87.62709844112322)",5.33698630136986,1,0,0,1,0,0,0,0,0,0,1,1,1,"unknown",37.5612708417129,19.6361427620667,5.46471650126162,69.1299139126185,0,0
"RUMOR'S CAFE","1215072","39481","Restaurant","Risk 1 (High)",2012-05-22,"Canvass",1,0.0219178082191781,2011-02-16,2013-02-15,"5659 N LINCOLN AVE","CHICAGO","IL","60659","40","w_40_p_2","20","Retail Food Establishment","(41.984430646590845, -87.69709447302681)",5.26563926940639,1,0,0,0,0,0,0,0,0,0,1,1,1,"breakfast",29.3170835869608,5.04245325650955,14.6932893710737,17.329433862257,0,1
"LARAMIE FOOD GROUP, INC.","547929","1742544","Grocery Store","Risk 3 (Low)",2012-01-06,"Canvass",0,2,2011-05-16,2013-05-15,"410 S LARAMIE AVE 1","CHICAGO","IL","60644","29","w_29_p_28","15","Retail Food Establishment","(41.874460829211415, -87.75499004720312)",4.64668949771689,0,1,1,0,0,0,0,0,0,0,1,1,1,"mart",23.7005770265687,2.84470029993352,15.6892634342601,26.9699833110659,0,1
"WOW BAO","1110294","2113690","Restaurant","Risk 1 (High)",2013-02-19,"Canvass",0,0.797260273972603,2011-09-14,2013-05-15,"225 N MICHIGAN AVE LL","CHICAGO","IL","60601","42","w_42_p_44","1","Retail Food Establishment","(41.88637740620821, -87.62438167043969)",1.43573059360731,0,0,0,0,0,0,0,0,0,0,4,2,2,"unknown",26.3741463860579,27.8525763961693,3.56805380790089,20.2225668851958,0,0
"ROONG PETCH THAI RESTAURANT","1198499","20608","Restaurant","Risk 1 (High)",2012-10-19,"Canvass",0,2,2012-06-16,2014-06-15,"1828 W MONTROSE AVE","CHICAGO","IL","60613","47","w_47_p_10","19","Retail Food Establishment","(41.96160879095609, -87.6757392653552)",5.18082191780822,0,0,0,0,0,0,0,0,0,0,1,1,1,"asian",14.8643040947436,15.5610303539613,7.26281573452266,48.9557212927485,1,0
"CANTEEN","569670","1818429","Restaurant","Risk 1 (High)",2011-11-02,"Canvass",0,1.41643835616438,2011-03-16,2012-03-15,"160 E GRAND AVE","CHICAGO","IL","60611","42","w_42_p_53","18","Retail Food Establishment","(41.89186604863544, -87.62294532803021)",4.27945205479452,1,0,0,0,0,0,0,0,0,0,2,1,1,"unknown",13.7355221294521,17.6811622994943,0.00860028145019345,3.27626833585997,0,1
"SUBWAY SANDWICHES #22222","1327145","86985","Restaurant","Risk 1 (High)",2013-04-24,"Canvass",0,0.356164383561644,2012-06-16,2014-06-15,"1427 W MONTROSE AVE  1","CHICAGO","IL","60613","47","w_47_p_41","19","Retail Food Establishment","(41.961523824746486, -87.66603985555811)",5.69315068493151,0,0,0,0,0,0,0,0,0,0,1,1,1,"sandwich",17.5782799578029,4.55424990143239,11.7490228727072,20.2127791546551,1,0
"MANGIA FRESCA INC.,","1151531","1942409","Restaurant","Risk 1 (High)",2013-08-12,"Canvass",0,0.994520547945206,2011-12-16,2013-12-15,"2556 S ARCHER AVE 1ST","CHICAGO","IL","60608","11","w_11_p_1","9","Retail Food Establishment","(41.84625845697798, -87.64871182418356)",4.67385844748858,0,0,0,0,0,0,0,0,0,0,1,1,1,"unknown",2.2839700803005,6.2268893084506,3.66808570495476,4.41612037256563,0,0
"POPEYES","1229597","12199","Restaurant","Risk 2 (Medium)",2012-06-13,"Canvass",0,1.52876712328767,2011-04-16,2013-04-15,"2800 W DIVERSEY AVE","CHICAGO","IL","60647","35","w_35_p_999","14","Retail Food Establishment","(41.93220539506452, -87.6976792438691)",5.08219178082192,0,0,0,0,0,0,0,0,0,0,4,4,4,"dinner",10.9811662725437,28.2821155331507,18.172686076228,44.2724394217217,0,0
"DADDY'S PIZZA","1327178","1921155","Restaurant","Risk 1 (High)",2013-04-25,"Canvass",0,0.980821917808219,2013-01-16,2015-01-15,"4242 W FULLERTON AVE 1ST","CHICAGO","IL","60639","31","w_31_p_10","25","Retail Food Establishment","(41.92451447028701, -87.7334283377626)",4.60821917808219,0,0,0,0,0,0,0,0,0,0,1,1,1,"italian",24.865999596051,21.4491359212041,17.2441942591251,18.6137877427596,0,1
"AZUCAR","1098218","2021084","Other","Risk 1 (High)",2012-03-26,"Canvass",0,2,2010-12-16,2012-12-15,"3415 W BELMONT AVE 1","CHICAGO","IL","60618","35","w_35_p_6","14","Retail Food Establishment","(41.93915568039779, -87.71313962631449)",2.0601598173516,0,0,0,0,0,0,0,0,0,0,1,1,1,"unknown",44.525785752061,29.3512864975101,18.4973881928533,35.5822824633863,1,0
